Slug,Provider,Flavor,Category,CPU,RAM,Root volume,Extra volume number,Extra volume size,GPU,GPU model
s-3vcpu-1gb,DigitalOcean,S 3VCPU 1GB,General Purpose,3,1.0GB,60,0,0,0,
s-4vcpu-8gb,DigitalOcean,S 4VCPU 8GB,General Purpose,4,8.0GB,160,0,0,0,
s-6vcpu-16gb,DigitalOcean,S 6VCPU 16GB,General Purpose,6,16.0GB,320,0,0,0,
s-8vcpu-16gb,DigitalOcean,S 8VCPU 16GB,General Purpose,8,16.0GB,320,0,0,0,
s-8vcpu-32gb,DigitalOcean,S 8VCPU 32GB,General Purpose,8,32.0GB,640,0,0,0,
c2-4vpcu-8gb,DigitalOcean,C2 4VPCU 8GB,General Purpose,4,8.0GB,100,0,0,0,
c2-8vpcu-16gb,DigitalOcean,C2 8VPCU 16GB,General Purpose,8,16.0GB,200,0,0,0,
so-2vcpu-16gb,DigitalOcean,SO 2VCPU 16GB,Storage performance,2,16.0GB,300,0,0,0,
so-4vcpu-32gb,DigitalOcean,SO 4VCPU 32GB,Storage performance,4,32.0GB,600,0,0,0,
so-8vcpu-64gb,DigitalOcean,SO 8VCPU 64GB,Storage performance,8,64.0GB,1200,0,0,0,
so1_5-2vcpu-16gb,DigitalOcean,SO1_5 2VCPU 16GB,Storage performance,2,16.0GB,450,0,0,0,
so1_5-4vcpu-32gb,DigitalOcean,SO1_5 4VCPU 32GB,Storage performance,4,32.0GB,900,0,0,0,
so1_5-8vcpu-64gb,DigitalOcean,SO1_5 8VCPU 64GB,Storage performance,8,64.0GB,1800,0,0,0,
c3.small,Fuga Cloud,c3.small,General Purpose,1,3.8GB,25,0,0,0,
c3.medium,Fuga Cloud,c3.medium,General Purpose,2,7.5GB,50,0,0,0,
c3.large,Fuga Cloud,c3.large,General Purpose,4,15.0GB,100,0,0,0,
c3.xlarge,Fuga Cloud,c3.xlarge,General Purpose,8,30.0GB,200,0,0,0,
m2.medium,Fuga Cloud,m2.medium,Memory optimized,2,30.0GB,25,0,0,0,
m2.large,Fuga Cloud,m2.large,Memory optimized,4,60.0GB,50,0,0,0,
m2.xlarge,Fuga Cloud,m2.xlarge,Memory optimized,6,90.0GB,75,0,0,0,
m2.2xlarge,Fuga Cloud,m2.2xlarge,Memory optimized,8,120.0GB,100,0,0,0,
p2.medium,Fuga Cloud,p2.medium,Compute optimized,2,1.8GB,20,0,0,0,
p2.large,Fuga Cloud,p2.large,Compute optimized,4,3.6GB,50,0,0,0,
p2.xlarge,Fuga Cloud,p2.xlarge,Compute optimized,8,7.2GB,100,0,0,0,
s3.small,Fuga Cloud,s3.small,General Purpose,1,2.0GB,25,0,0,0,
s3.medium,Fuga Cloud,s3.medium,General Purpose,2,4.0GB,50,0,0,0,
s3.large,Fuga Cloud,s3.large,General Purpose,4,8.0GB,100,0,0,0,
s3.xlarge,Fuga Cloud,s3.xlarge,General Purpose,8,16.0GB,200,0,0,0,
t2.micro,Fuga Cloud,t2.micro,Tiny,1,614.0MB,10,0,0,0,
t2.tiny,Fuga Cloud,t2.tiny,Tiny,1,922.0MB,15,0,0,0,
t2.small,Fuga Cloud,t2.small,Tiny,1,1.2GB,20,0,0,0,
t3.small,Fuga Cloud,t3.small,Tiny,1,7.5GB,25,0,0,0,
t3.medium,Fuga Cloud,t3.medium,Tiny,2,15.0GB,50,0,0,0,
t3.large,Fuga Cloud,t3.large,Tiny,4,30.0GB,100,0,0,0,
g1s-shared-1-0.5,G-Core Labs,g1s-shared-1-0.5,Tiny,1,512.0MB,0,0,0,0,
g1s-shared-1-1,G-Core Labs,g1s-shared-1-1,Tiny,1,1.0GB,0,0,0,0,
g1-highfreq-1-2,G-Core Labs,g1-highfreq-1-2,,1,2.0GB,0,0,0,0,
g1-standard-1-2,G-Core Labs,g1-standard-1-2,General Purpose,1,2.0GB,0,0,0,0,
g1s-shared-1-2,G-Core Labs,g1s-shared-1-2,Tiny,1,2.0GB,0,0,0,0,
g1w-highfreq-1-2,G-Core Labs,g1w-highfreq-1-2,Compute optimized,1,2.0GB,0,0,0,0,
g1w-standard-1-2,G-Core Labs,g1w-standard-1-2,General Purpose,1,2.0GB,0,0,0,0,
g0-standard-1-2,G-Core Labs,g0-standard-1-2,General Purpose,1,2.0GB,0,0,0,0,
g0w-standard-1-2,G-Core Labs,g0w-standard-1-2,General Purpose,1,2.0GB,0,0,0,0,
g1-cpu-2-2,G-Core Labs,g1-cpu-2-2,Compute optimized,2,2.0GB,0,0,0,0,
g1s-shared-2-2,G-Core Labs,g1s-shared-2-2,Tiny,2,2.0GB,0,0,0,0,
g1w-cpu-2-2,G-Core Labs,g1w-cpu-2-2,Compute optimized,2,2.0GB,0,0,0,0,
g1-highfreq-2-4,G-Core Labs,g1-highfreq-2-4,,2,4.0GB,0,0,0,0,
g1-standard-2-4,G-Core Labs,g1-standard-2-4,General Purpose,2,4.0GB,0,0,0,0,
g1s-shared-2-4,G-Core Labs,g1s-shared-2-4,Tiny,2,4.0GB,0,0,0,0,
g1w-highfreq-2-4,G-Core Labs,g1w-highfreq-2-4,Compute optimized,2,4.0GB,0,0,0,0,
g1w-standard-2-4,G-Core Labs,g1w-standard-2-4,General Purpose,2,4.0GB,0,0,0,0,
g0-standard-2-4,G-Core Labs,g0-standard-2-4,General Purpose,2,4.0GB,0,0,0,0,
g0w-standard-2-4,G-Core Labs,g0w-standard-2-4,General Purpose,2,4.0GB,0,0,0,0,
g1-standard-2-8,G-Core Labs,g1-standard-2-8,General Purpose,2,8.0GB,0,0,0,0,
g1w-standard-2-8,G-Core Labs,g1w-standard-2-8,General Purpose,2,8.0GB,0,0,0,0,
g1-memory-2-16,G-Core Labs,g1-memory-2-16,Memory optimized,2,16.0GB,0,0,0,0,
g1w-memory-2-16,G-Core Labs,g1w-memory-2-16,Memory optimized,2,16.0GB,0,0,0,0,
g1-cpu-4-4,G-Core Labs,g1-cpu-4-4,Compute optimized,4,4.0GB,0,0,0,0,
g1w-cpu-4-4,G-Core Labs,g1w-cpu-4-4,Compute optimized,4,4.0GB,0,0,0,0,
g1-highfreq-4-8,G-Core Labs,g1-highfreq-4-8,,4,8.0GB,0,0,0,0,
g1-standard-4-8,G-Core Labs,g1-standard-4-8,General Purpose,4,8.0GB,0,0,0,0,
g1w-highfreq-4-8,G-Core Labs,g1w-highfreq-4-8,Compute optimized,4,8.0GB,0,0,0,0,
g1w-standard-4-8,G-Core Labs,g1w-standard-4-8,General Purpose,4,8.0GB,0,0,0,0,
g0-standard-4-8,G-Core Labs,g0-standard-4-8,General Purpose,4,8.0GB,0,0,0,0,
g0w-standard-4-8,G-Core Labs,g0w-standard-4-8,General Purpose,4,8.0GB,0,0,0,0,
g1-standard-4-16,G-Core Labs,g1-standard-4-16,General Purpose,4,16.0GB,0,0,0,0,
g1w-standard-4-16,G-Core Labs,g1w-standard-4-16,General Purpose,4,16.0GB,0,0,0,0,
g1-memory-4-32,G-Core Labs,g1-memory-4-32,Memory optimized,4,32.0GB,0,0,0,0,
g1w-memory-4-32,G-Core Labs,g1w-memory-4-32,Memory optimized,4,32.0GB,0,0,0,0,
g1-cpu-8-8,G-Core Labs,g1-cpu-8-8,Compute optimized,8,8.0GB,0,0,0,0,
g1w-cpu-8-8,G-Core Labs,g1w-cpu-8-8,Compute optimized,8,8.0GB,0,0,0,0,
g1-highfreq-8-16,G-Core Labs,g1-highfreq-8-16,,8,16.0GB,0,0,0,0,
g1-standard-8-16,G-Core Labs,g1-standard-8-16,General Purpose,8,16.0GB,0,0,0,0,
g1w-highfreq-8-16,G-Core Labs,g1w-highfreq-8-16,Compute optimized,8,16.0GB,0,0,0,0,
g1w-standard-8-16,G-Core Labs,g1w-standard-8-16,General Purpose,8,16.0GB,0,0,0,0,
g0-standard-8-16,G-Core Labs,g0-standard-8-16,General Purpose,8,16.0GB,0,0,0,0,
g0w-standard-8-16,G-Core Labs,g0w-standard-8-16,General Purpose,8,16.0GB,0,0,0,0,
g1-standard-8-32,G-Core Labs,g1-standard-8-32,General Purpose,8,32.0GB,0,0,0,0,
g1w-standard-8-32,G-Core Labs,g1w-standard-8-32,General Purpose,8,32.0GB,0,0,0,0,
g1-memory-8-64,G-Core Labs,g1-memory-8-64,Memory optimized,8,64.0GB,0,0,0,0,
g1w-memory-8-64,G-Core Labs,g1w-memory-8-64,Memory optimized,8,64.0GB,0,0,0,0,
V-R1,Gandi.net,V-R1,,1,1.0GB,0,0,0,0,
V-R2,Gandi.net,V-R2,,1,2.0GB,0,0,0,0,
V-R4,Gandi.net,V-R4,,2,4.0GB,0,0,0,0,
V-R8,Gandi.net,V-R8,,4,8.0GB,0,0,0,0,
c2-standard-4.cascadelake,Google Cloud,c2-standard-4 Intel Cascade Lake,Compute optimized,4,16.0GB,0,0,0,0,
c2-standard-8.cascadelake,Google Cloud,c2-standard-8 Intel Cascade Lake,Compute optimized,8,32.0GB,0,0,0,0,
c2d-standard-2.amdmilan,Google Cloud,c2d-standard-2 AMD Milan,Compute optimized,2,8.0GB,0,0,0,0,
c2d-standard-4.amdmilan,Google Cloud,c2d-standard-4 AMD Milan,Compute optimized,4,16.0GB,0,0,0,0,
c2d-standard-8.amdmilan,Google Cloud,c2d-standard-8 AMD Milan,Compute optimized,8,32.0GB,0,0,0,0,
c2-standard-4.cascadelake.ssd.NVME,Google Cloud,c2-standard-4 Intel Cascade Lake NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
c2-standard-8.cascadelake.ssd.NVME,Google Cloud,c2-standard-8 Intel Cascade Lake NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
e2-custom-2-2.broadwell,Google Cloud,Custom E2 2 vCPU 2GB Intel Broadwell,Flexible,2,2.0GB,0,0,0,0,
e2-custom-2-4.broadwell,Google Cloud,Custom E2 2 vCPU 4GB Intel Broadwell,Flexible,2,4.0GB,0,0,0,0,
e2-custom-2-8.broadwell,Google Cloud,Custom E2 2 vCPU 8GB Intel Broadwell,Flexible,2,8.0GB,0,0,0,0,
e2-custom-2-12.broadwell,Google Cloud,Custom E2 2 vCPU 12GB Intel Broadwell,Flexible,2,12.0GB,0,0,0,0,
e2-custom-2-16.broadwell,Google Cloud,Custom E2 2 vCPU 16GB Intel Broadwell,Flexible,2,16.0GB,0,0,0,0,
e2-custom-4-4.broadwell,Google Cloud,Custom E2 4 vCPU 4GB Intel Broadwell,Flexible,4,4.0GB,0,0,0,0,
e2-custom-4-8.broadwell,Google Cloud,Custom E2 4 vCPU 8GB Intel Broadwell,Flexible,4,8.0GB,0,0,0,0,
e2-custom-4-12.broadwell,Google Cloud,Custom E2 4 vCPU 12GB Intel Broadwell,Flexible,4,12.0GB,0,0,0,0,
e2-custom-4-16.broadwell,Google Cloud,Custom E2 4 vCPU 16GB Intel Broadwell,Flexible,4,16.0GB,0,0,0,0,
e2-custom-4-24.broadwell,Google Cloud,Custom E2 4 vCPU 24GB Intel Broadwell,Flexible,4,24.0GB,0,0,0,0,
e2-custom-4-32.broadwell,Google Cloud,Custom E2 4 vCPU 32GB Intel Broadwell,Flexible,4,32.0GB,0,0,0,0,
e2-custom-8-8.broadwell,Google Cloud,Custom E2 8 vCPU 8GB Intel Broadwell,Flexible,8,8.0GB,0,0,0,0,
e2-custom-8-12.broadwell,Google Cloud,Custom E2 8 vCPU 12GB Intel Broadwell,Flexible,8,12.0GB,0,0,0,0,
e2-custom-8-16.broadwell,Google Cloud,Custom E2 8 vCPU 16GB Intel Broadwell,Flexible,8,16.0GB,0,0,0,0,
e2-custom-8-24.broadwell,Google Cloud,Custom E2 8 vCPU 24GB Intel Broadwell,Flexible,8,24.0GB,0,0,0,0,
e2-custom-8-32.broadwell,Google Cloud,Custom E2 8 vCPU 32GB Intel Broadwell,Flexible,8,32.0GB,0,0,0,0,
e2-custom-8-48.broadwell,Google Cloud,Custom E2 8 vCPU 48GB Intel Broadwell,Flexible,8,48.0GB,0,0,0,0,
e2-custom-8-64.broadwell,Google Cloud,Custom E2 8 vCPU 64GB Intel Broadwell,Flexible,8,64.0GB,0,0,0,0,
custom-8-32.broadwell,Google Cloud,Custom N1 8 vCPU 32GB Intel Broadwell,Flexible,8,32.0GB,0,0,0,0,
custom-2-8.skylake,Google Cloud,Custom N1 2 vCPU 8GB Intel Skylake,Flexible,2,8.0GB,0,0,0,0,
custom-4-4.skylake,Google Cloud,Custom N1 4 vCPU 4GB Intel Skylake,Flexible,4,4.0GB,0,0,0,0,
custom-4-16.skylake,Google Cloud,Custom N1 4 vCPU 16GB Intel Skylake,Flexible,4,16.0GB,0,0,0,0,
custom-8-8.skylake,Google Cloud,Custom N1 8 vCPU 8GB Intel Skylake,Flexible,8,8.0GB,0,0,0,0,
custom-8-32.skylake,Google Cloud,Custom N1 8 vCPU 32GB Intel Skylake,Flexible,8,32.0GB,0,0,0,0,
e2-standard-2.broadwell,Google Cloud,e2-standard-2 Intel Broadwell,General Purpose,2,8.0GB,0,0,0,0,
e2-standard-4.broadwell,Google Cloud,e2-standard-4 Intel Broadwell,General Purpose,4,16.0GB,0,0,0,0,
e2-standard-8.broadwell,Google Cloud,e2-standard-8 Intel Broadwell,General Purpose,8,32.0GB,0,0,0,0,
e2-standard-2.broadwell.ssd.NVME,Google Cloud,e2-standard-2 Intel Broadwell NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
e2-standard-4.broadwell.ssd.NVME,Google Cloud,e2-standard-4 Intel Broadwell NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
e2-standard-8.broadwell.ssd.NVME,Google Cloud,e2-standard-8 Intel Broadwell NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
e2-standard-2.broadwell.ssd.SCSI,Google Cloud,e2-standard-2 Intel Broadwell SCSI SSD,Storage performance,2,8.0GB,0,1,375,0,
e2-standard-4.broadwell.ssd.SCSI,Google Cloud,e2-standard-4 Intel Broadwell SCSI SSD,Storage performance,4,16.0GB,0,2,375,0,
e2-standard-8.broadwell.ssd.SCSI,Google Cloud,e2-standard-8 Intel Broadwell SCSI SSD,Storage performance,8,32.0GB,0,4,375,0,
e2-standard-2.skylake,Google Cloud,e2-standard-2 Intel Skylake,General Purpose,2,8.0GB,0,0,0,0,
e2-standard-4.skylake,Google Cloud,e2-standard-4 Intel Skylake,General Purpose,4,16.0GB,0,0,0,0,
e2-standard-8.skylake,Google Cloud,e2-standard-8 Intel Skylake,General Purpose,8,32.0GB,0,0,0,0,
e2-standard-2.skylake.ssd.NVME,Google Cloud,e2-standard-2 Intel Skylake NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
e2-standard-4.skylake.ssd.NVME,Google Cloud,e2-standard-4 Intel Skylake NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
e2-standard-8.skylake.ssd.NVME,Google Cloud,e2-standard-8 Intel Skylake NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
e2-standard-2.skylake.ssd.SCSI,Google Cloud,e2-standard-2 Intel Skylake SCSI SSD,Storage performance,2,8.0GB,0,1,375,0,
e2-standard-4.skylake.ssd.SCSI,Google Cloud,e2-standard-4 Intel Skylake SCSI SSD,Storage performance,4,16.0GB,0,2,375,0,
e2-standard-8.skylake.ssd.SCSI,Google Cloud,e2-standard-8 Intel Skylake SCSI SSD,Storage performance,8,32.0GB,0,4,375,0,
c2d-standard-2.amdmilan.ssd.NVME,Google Cloud,c2d-standard-2 AMD Milan NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
c2d-standard-4.amdmilan.ssd.NVME,Google Cloud,c2d-standard-4 AMD Milan NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
c2d-standard-8.amdmilan.ssd.NVME,Google Cloud,c2d-standard-8 AMD Milan NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
n1-highcpu-2.skylake.ssd.NVME,Google Cloud,n1-highcpu-2 Intel Skylake NVME SSD,Storage performance,2,1.8GB,0,1,375,0,
n1-highcpu-4.skylake.ssd.NVME,Google Cloud,n1-highcpu-4 Intel Skylake NVME SSD,Storage performance,4,3.6GB,0,2,375,0,
n1-highcpu-8.skylake.ssd.NVME,Google Cloud,n1-highcpu-8 Intel Skylake NVME SSD,Storage performance,8,7.2GB,0,4,375,0,
n1-highmem-2.skylake.ssd.NVME,Google Cloud,n1-highmem-2 Intel Skylake NVME SSD,Storage performance,2,13.0GB,0,1,375,0,
n1-highmem-4.skylake.ssd.NVME,Google Cloud,n1-highmem-4 Intel Skylake NVME SSD,Storage performance,4,26.0GB,0,2,375,0,
n1-highmem-8.skylake.ssd.NVME,Google Cloud,n1-highmem-8 Intel Skylake NVME SSD,Storage performance,8,52.0GB,0,4,375,0,
n2-standard-2.cascadelake.ssd.NVME,Google Cloud,n2-standard-2 Intel Cascade Lake NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
n2-standard-4.cascadelake.ssd.NVME,Google Cloud,n2-standard-4 Intel Cascade Lake NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
n2-standard-8.cascadelake.ssd.NVME,Google Cloud,n2-standard-8 Intel Cascade Lake NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
n2-highcpu-2.cascadelake.ssd.NVME,Google Cloud,n2-highcpu-2 Intel Cascade Lake NVME SSD,Storage performance,2,2.0GB,0,1,375,0,
n2-highcpu-4.cascadelake.ssd.NVME,Google Cloud,n2-highcpu-4 Intel Cascade Lake NVME SSD,Storage performance,4,4.0GB,0,2,375,0,
n2-highcpu-8.cascadelake.ssd.NVME,Google Cloud,n2-highcpu-8 Intel Cascade Lake NVME SSD,Storage performance,8,8.0GB,0,4,375,0,
n2-highmem-2.cascadelake.ssd.NVME,Google Cloud,n2-highmem-2 Intel Cascade Lake NVME SSD,Storage performance,2,16.0GB,0,1,375,0,
n2-highmem-4.cascadelake.ssd.NVME,Google Cloud,n2-highmem-4 Intel Cascade Lake NVME SSD,Storage performance,4,32.0GB,0,2,375,0,
n2-highmem-8.cascadelake.ssd.NVME,Google Cloud,n2-highmem-8 Intel Cascade Lake NVME SSD,Storage performance,8,64.0GB,0,4,375,0,
n2-highcpu-2.cascadelake,Google Cloud,n2-highcpu-2 Intel Cascade Lake,Compute optimized,2,2.0GB,0,0,0,0,
n2-highcpu-4.cascadelake,Google Cloud,n2-highcpu-4 Intel Cascade Lake,Compute optimized,4,4.0GB,0,0,0,0,
n2-highcpu-8.cascadelake,Google Cloud,n2-highcpu-8 Intel Cascade Lake,Compute optimized,8,8.0GB,0,0,0,0,
n2-highmem-2.cascadelake,Google Cloud,n2-highmem-2 Intel Cascade Lake,Compute optimized,2,16.0GB,0,0,0,0,
n2-highmem-4.cascadelake,Google Cloud,n2-highmem-4 Intel Cascade Lake,Compute optimized,4,32.0GB,0,0,0,0,
n2-highmem-8.cascadelake,Google Cloud,n2-highmem-8 Intel Cascade Lake,Compute optimized,8,64.0GB,0,0,0,0,
n2-standard-2.cascadelake,Google Cloud,n2-standard-2 Intel Cascade Lake,General Purpose,2,8.0GB,0,0,0,0,
n2-standard-4.cascadelake,Google Cloud,n2-standard-4 Intel Cascade Lake,General Purpose,4,16.0GB,0,0,0,0,
n2-standard-8.cascadelake,Google Cloud,n2-standard-8 Intel Cascade Lake,General Purpose,8,32.0GB,0,0,0,0,
n2d-standard-2.amdrome,Google Cloud,n2d-standard-2 AMD Rome,General Purpose,2,8.0GB,0,0,0,0,
n2d-standard-4.amdrome,Google Cloud,n2d-standard-4 AMD Rome,General Purpose,4,16.0GB,0,0,0,0,
n2d-standard-8.amdrome,Google Cloud,n2d-standard-8 AMD Rome,General Purpose,8,32.0GB,0,0,0,0,
n2d-highcpu-2.amdrome,Google Cloud,n2d-highcpu-2 AMD Rome,Compute optimized,2,2.0GB,0,0,0,0,
n2d-highcpu-4.amdrome,Google Cloud,n2d-highcpu-4 AMD Rome,Compute optimized,4,4.0GB,0,0,0,0,
n2d-highcpu-8.amdrome,Google Cloud,n2d-highcpu-8 AMD Rome,Compute optimized,8,8.0GB,0,0,0,0,
n2d-highcpu-2.amdrome.ssd.NVME,Google Cloud,n2d-highcpu-2 AMD Rome NVME SSD,Storage performance,2,2.0GB,0,1,375,0,
n2d-highcpu-4.amdrome.ssd.NVME,Google Cloud,n2d-highcpu-4 AMD Rome NVME SSD,Storage performance,4,4.0GB,0,2,375,0,
n2d-highcpu-8.amdrome.ssd.NVME,Google Cloud,n2d-highcpu-8 AMD Rome NVME SSD,Storage performance,8,8.0GB,0,4,375,0,
n2d-highmem-2.amdrome,Google Cloud,n2d-highmem-2 AMD Rome,Memory optimized,2,16.0GB,0,0,0,0,
n2d-highmem-4.amdrome,Google Cloud,n2d-highmem-4 AMD Rome,Memory optimized,4,32.0GB,0,0,0,0,
n2d-highmem-8.amdrome,Google Cloud,n2d-highmem-8 AMD Rome,Memory optimized,8,64.0GB,0,0,0,0,
n2d-standard-2.amdrome.ssd.NVME,Google Cloud,n2d-standard-2 AMD Rome NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
n2d-highmem-2.amdrome.ssd.NVME,Google Cloud,n2d-highmem-2 AMD Rome NVME SSD,Storage performance,2,16.0GB,0,1,375,0,
n2d-standard-4.amdrome.ssd.NVME,Google Cloud,n2d-standard-4 AMD Rome NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
n2d-highmem-4.amdrome.ssd.NVME,Google Cloud,n2d-highmem-4 AMD Rome NVME SSD,Storage performance,4,32.0GB,0,2,375,0,
n2d-standard-8.amdrome.ssd.NVME,Google Cloud,n2d-standard-8 AMD Rome NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
n2d-highmem-8.amdrome.ssd.NVME,Google Cloud,n2d-highmem-8 AMD Rome NVME SSD,Storage performance,8,64.0GB,0,4,375,0,
f1-micro.skylake,Google Cloud,f1-micro Intel Skylake,Tiny,1,614.0MB,0,0,0,0,
f1-micro.broadwell,Google Cloud,f1-micro Intel Broadwell,Tiny,1,614.0MB,0,0,0,0,
f1-micro.haswell,Google Cloud,f1-micro Intel Haswell,Tiny,1,614.0MB,0,0,0,0,
g1-small.skylake,Google Cloud,g1-small Intel Skylake,Tiny,1,1.7GB,0,0,0,0,
g1-small.broadwell,Google Cloud,g1-small Intel Broadwell,Tiny,1,1.7GB,0,0,0,0,
g1-small.haswell,Google Cloud,g1-small Intel Haswell,Tiny,1,1.7GB,0,0,0,0,
n1-standard-1.skylake.ssd.NVME,Google Cloud,n1-standard-1 Intel Skylake NVME SSD,Storage performance,1,3.8GB,0,1,375,0,
n1-standard-2.skylake.ssd.NVME,Google Cloud,n1-standard-2 Intel Skylake NVME SSD,Storage performance,2,7.5GB,0,1,375,0,
n1-standard-4.skylake.ssd.NVME,Google Cloud,n1-standard-4 Intel Skylake NVME SSD,Storage performance,4,15.0GB,0,2,375,0,
n1-standard-8.skylake.ssd.NVME,Google Cloud,n1-standard-8 Intel Skylake NVME SSD,Storage performance,8,30.0GB,0,4,375,0,
t2a-standard-1.amperealtra,Google Cloud,t2a-standard-1 Ampere Altra,General Purpose,1,4.0GB,0,0,0,0,
t2a-standard-2.amperealtra,Google Cloud,t2a-standard-2 Ampere Altra,General Purpose,2,8.0GB,0,0,0,0,
t2a-standard-4.amperealtra,Google Cloud,t2a-standard-4 Ampere Altra,General Purpose,4,16.0GB,0,0,0,0,
t2a-standard-8.amperealtra,Google Cloud,t2a-standard-8 Ampere Altra,General Purpose,8,32.0GB,0,0,0,0,
t2d-standard-1.amdmilan,Google Cloud,t2d-standard-1 AMD Milan,General Purpose,1,4.0GB,0,0,0,0,
t2d-standard-2.amdmilan,Google Cloud,t2d-standard-2 AMD Milan,General Purpose,2,8.0GB,0,0,0,0,
t2d-standard-4.amdmilan,Google Cloud,t2d-standard-4 AMD Milan,General Purpose,4,16.0GB,0,0,0,0,
t2d-standard-8.amdmilan,Google Cloud,t2d-standard-8 AMD Milan,General Purpose,8,32.0GB,0,0,0,0,
t2d-standard-1.amdmilan.ssd.NVME,Google Cloud,t2d-standard-1 AMD Milan NVME SSD,Storage performance,1,4.0GB,0,1,375,0,
t2d-standard-2.amdmilan.ssd.NVME,Google Cloud,t2d-standard-2 AMD Milan NVME SSD,Storage performance,2,8.0GB,0,1,375,0,
t2d-standard-4.amdmilan.ssd.NVME,Google Cloud,t2d-standard-4 AMD Milan NVME SSD,Storage performance,4,16.0GB,0,2,375,0,
t2d-standard-8.amdmilan.ssd.NVME,Google Cloud,t2d-standard-8 AMD Milan NVME SSD,Storage performance,8,32.0GB,0,4,375,0,
1-1,Heficed,1 core 1GB,Flexible,1,1.0GB,0,0,0,0,
1-2,Heficed,1 core 2GB,Flexible,1,2.0GB,0,0,0,0,
1-4,Heficed,1 core 4GB,Flexible,1,4.0GB,0,0,0,0,
1-8,Heficed,1 core 8GB,Flexible,1,8.0GB,0,0,0,0,
1-12,Heficed,1 core 12GB,Flexible,1,12.0GB,0,0,0,0,
1-16,Heficed,1 core 16GB,Flexible,1,16.0GB,0,0,0,0,
1-24,Heficed,1 core 24GB,Flexible,1,24.0GB,0,0,0,0,
1-32,Heficed,1 core 32GB,Flexible,1,32.0GB,0,0,0,0,
1-48,Heficed,1 core 48GB,Flexible,1,48.0GB,0,0,0,0,
1-64,Heficed,1 core 64GB,Flexible,1,64.0GB,0,0,0,0,
2-2,Heficed,2 cores 2GB,Flexible,2,2.0GB,0,0,0,0,
2-4,Heficed,2 cores 4GB,Flexible,2,4.0GB,0,0,0,0,
2-8,Heficed,2 cores 8GB,Flexible,2,8.0GB,0,0,0,0,
2-12,Heficed,2 cores 12GB,Flexible,2,12.0GB,0,0,0,0,
2-16,Heficed,2 cores 16GB,Flexible,2,16.0GB,0,0,0,0,
2-24,Heficed,2 cores 24GB,Flexible,2,24.0GB,0,0,0,0,
2-32,Heficed,2 cores 32GB,Flexible,2,32.0GB,0,0,0,0,
2-48,Heficed,2 cores 48GB,Flexible,2,48.0GB,0,0,0,0,
2-64,Heficed,2 cores 64GB,Flexible,2,64.0GB,0,0,0,0,
3-4,Heficed,3 cores 4GB,Flexible,3,4.0GB,0,0,0,0,
3-8,Heficed,3 cores 8GB,Flexible,3,8.0GB,0,0,0,0,
3-12,Heficed,3 cores 12GB,Flexible,3,12.0GB,0,0,0,0,
3-16,Heficed,3 cores 16GB,Flexible,3,16.0GB,0,0,0,0,
3-24,Heficed,3 cores 24GB,Flexible,3,24.0GB,0,0,0,0,
3-32,Heficed,3 cores 32GB,Flexible,3,32.0GB,0,0,0,0,
3-48,Heficed,3 cores 48GB,Flexible,3,48.0GB,0,0,0,0,
3-64,Heficed,3 cores 64GB,Flexible,3,64.0GB,0,0,0,0,
4-4,Heficed,4 cores 4GB,Flexible,4,4.0GB,0,0,0,0,
4-8,Heficed,4 cores 8GB,Flexible,4,8.0GB,0,0,0,0,
4-12,Heficed,4 cores 12GB,Flexible,4,12.0GB,0,0,0,0,
4-16,Heficed,4 cores 16GB,Flexible,4,16.0GB,0,0,0,0,
4-24,Heficed,4 cores 24GB,Flexible,4,24.0GB,0,0,0,0,
4-32,Heficed,4 cores 32GB,Flexible,4,32.0GB,0,0,0,0,
4-48,Heficed,4 cores 48GB,Flexible,4,48.0GB,0,0,0,0,
4-64,Heficed,4 cores 64GB,Flexible,4,64.0GB,0,0,0,0,
6-8,Heficed,6 cores 8GB,Flexible,6,8.0GB,0,0,0,0,
6-12,Heficed,6 cores 12GB,Flexible,6,12.0GB,0,0,0,0,
6-16,Heficed,6 cores 16GB,Flexible,6,16.0GB,0,0,0,0,
6-24,Heficed,6 cores 24GB,Flexible,6,24.0GB,0,0,0,0,
6-32,Heficed,6 cores 32GB,Flexible,6,32.0GB,0,0,0,0,
6-48,Heficed,6 cores 48GB,Flexible,6,48.0GB,0,0,0,0,
6-64,Heficed,6 cores 64GB,Flexible,6,64.0GB,0,0,0,0,
